id_locadora+filial,id_filial,id_locadora,id_grupo,valor_total
6142,42,61,1,655.24
6142,42,61,1,659.72
6142,42,61,12,673.21
6142,42,61,6,732.78
6142,42,61,14,747.42
6142,42,61,6,767.62
6142,42,61,10,806.96
6142,42,61,15,824.95
6142,42,61,1,876.65
6142,42,61,3,902.51
6142,42,61,6,922.75
6142,42,61,1,942.96
6142,42,61,6,989.05
6142,42,61,1,990.18
6142,42,61,12,1032.89
6142,42,61,12,1043.01
6142,42,61,14,1056.50
27,7,2,12,137.34
27,7,2,12,270.25
27,7,2,12,270.25
27,7,2,13,297.28
27,7,2,11,322.89
27,7,2,7,324.3
27,7,2,1,324.3
241,41,2,9,89.18
241,41,2,11,90.08
241,41,2,1,90.25
241,41,2,11,91.42
241,41,2,16,91.63
241,41,2,11,92.05
241,41,2,12,92.05
241,41,2,9,92.53
241,41,2,11,92.56
241,41,2,3,92.96
241,41,2,1,93.86
241,41,2,1,94.59
241,41,2,11,94.59
241,41,2,1,94.76
241,41,2,3,94.76
241,41,2,11,95.33
241,41,2,11,96.39
241,41,2,1,96.63
241,41,2,1,97.18
241,41,2,11,97.18
241,41,2,11,98.57
241,41,2,12,98.57
241,41,2,9,99.09
6141,41,61,3,71.87
6141,41,61,3,73
6141,41,61,3,74.12
6141,41,61,3,75.25
6141,41,61,1,78.62
6141,41,61,3,84.23
6141,41,61,3,85.36
6141,41,61,3,85.36
6141,41,61,3,85.36
6141,41,61,3,89.84
6141,41,61,1,89.84
6141,41,61,1,89.85
6141,41,61,3,90.98
6141,41,61,3,96.58
6141,41,61,3,117.92
6141,41,61,3,119.05
6141,41,61,1,120.17
6141,41,61,12,125.8
6141,41,61,3,129.17
6141,41,61,1,129.17
6141,41,61,15,159.49
6141,41,61,3,238.12
6141,41,61,3,338.1
6141,41,61,14,448.16
6141,41,61,3,493.12
6141,41,61,3,556.02
6141,41,61,1,556.02
6141,41,61,3,580.71
6141,41,61,12,618.9
6141,41,61,6,660.48
6141,41,61,6,706.52
6141,41,61,3,706.52
6141,41,61,15,744.71
6141,41,61,14,746.98
6141,41,61,3,831.22
6141,41,61,1,840.22
6141,41,61,6,933.44
6141,41,61,6,979.48
6141,41,61,12,1032.29
6141,41,61,15,1052.51
6141,41,61,1,1117.65
6141,41,61,10,1418.72
617,7,61,3,86.75
617,7,61,3,88.97
617,7,61,3,91.21
617,7,61,3,95.65
617,7,61,1,100.1
617,7,61,3,105.67
617,7,61,3,107.89
617,7,61,3,109.01
617,7,61,3,110.11
617,7,61,3,114.56
617,7,61,1,115.69
617,7,61,3,116.79
617,7,61,1,117.9
617,7,61,12,167.96
617,7,61,3,183.53
617,7,61,3,201.32
617,7,61,3,233.6
617,7,61,3,256.97
617,7,61,3,260.28
617,7,61,1,261.4
617,7,61,14,285.87
617,7,61,1,285.89
617,7,61,3,285.89
617,7,61,15,286.99
617,7,61,1,291.44
617,7,61,3,333.72
617,7,61,3,382.67
617,7,61,1,427.16
617,7,61,3,427.16
617,7,61,3,430.49
617,7,61,15,448.3
617,7,61,14,452.74
617,7,61,6,457.2
617,7,61,3,500.6
617,7,61,6,542.85
617,7,61,1,652.98
617,7,61,3,699.71
617,7,61,3,742
617,7,61,15,816.52
617,7,61,1,827.64
617,7,61,1,867.69
617,7,61,6,970.04
617,7,61,6,978.95
617,7,61,10,998.96
617,7,61,12,1022.33
617,7,61,1,1134.69
617,7,61,1,1250.39
617,7,61,12,1318.26
617,7,61,6,1366.07
617,7,61,6,1656.44
6142,42,61,6,986.06
6142,42,61,1,987.18
6142,42,61,14,992.79
6142,42,61,12,1029.76
6142,42,61,12,1039.85
6142,42,61,6,1077.96
6142,42,61,1,1142.93
6142,42,61,10,1284.11
6142,42,61,6,1307.65
6132,32,61,3,147.21
6132,32,61,3,150.59
6132,32,61,3,151.72
6132,32,61,1,158.47
6132,32,61,3,173.07
6132,32,61,3,175.32
6132,32,61,3,176.45
6132,32,61,1,186.56
6132,32,61,3,187.68
6132,32,61,3,205.66
6132,32,61,1,267.48
6132,32,61,1,292.22
6132,32,61,3,292.22
6132,32,61,15,293.32
6132,32,61,3,436.06
6132,32,61,1,436.06
6132,32,61,6,466.42
6132,32,61,3,505.77
6132,32,61,15,507.99
6132,32,61,14,519.24
6132,32,61,12,649.61
6132,32,61,1,655.24
6132,32,61,1,659.72
6132,32,61,6,732.78
6132,32,61,1,876.65
6132,32,61,6,922.75
6132,32,61,6,989.05
6142,42,61,6,1081.24
6142,42,61,1,1203.73
6142,42,61,6,1311.63
27,7,2,11,29.18
27,7,2,9,30.62
27,7,2,11,31.8
27,7,2,11,31.8
27,7,2,16,31.8
27,7,2,9,33.37
27,7,2,11,33.37
27,7,2,1,33.71
27,7,2,1,35.04
27,7,2,11,35.3
27,7,2,1,36.71
27,7,2,11,37.04
27,7,2,1,54.99
27,7,2,1,55.29
27,7,2,11,56.09
27,7,2,12,56.09
27,7,2,3,56.64
27,7,2,1,57.74
27,7,2,12,58.06
27,7,2,3,58.61
27,7,2,1,60.82
27,7,2,11,61.93
27,7,2,1,66.35
27,7,2,3,66.35
27,7,2,11,154.09
27,7,2,12,154.09
27,7,2,12,176.35
27,7,2,12,182.6
27,7,2,12,182.6
27,7,2,13,200.86
27,7,2,7,219.12
27,7,2,1,219.12
27,7,2,11,322.89
6132,32,61,3,165.62
6132,32,61,3,170.11
6132,32,61,3,172.34
6132,32,61,1,179.06
6132,32,61,3,198.07
6132,32,61,3,200.31
6132,32,61,3,201.44
6132,32,61,1,213.76
6132,32,61,3,214.86
6132,32,61,3,236.13
6132,32,61,3,335.77
6132,32,61,1,335.77
6132,32,61,15,337.97
6132,32,61,14,350.31
6132,32,61,6,350.31
6132,32,61,3,434.23
6132,32,61,1,434.23
6132,32,61,6,464.46
6132,32,61,3,503.64
6132,32,61,15,505.86
6132,32,61,6,551.76
6132,32,61,1,652.49
6132,32,61,6,729.7
6132,32,61,12,748.74
6132,32,61,1,759.93
6132,32,61,6,764.4
6132,32,61,6,918.87
6132,32,61,1,1010.63
6132,32,61,6,1139.36
6132,32,61,1,1198.67
6132,32,61,12,1203.12
6132,32,61,6,1510.92
6142,42,61,3,116.39
6142,42,61,3,119.75
6142,42,61,1,125.34
6142,42,61,3,133.17
6142,42,61,3,136.52
6142,42,61,3,137.64
6142,42,61,3,142.12
6142,42,61,1,145.49
6142,42,61,15,145.49
6142,42,61,3,146.6
6142,42,61,1,146.6
6142,42,61,3,158.92
6142,42,61,3,181.29
6142,42,61,3,198.07
6142,42,61,3,221.58
6142,42,61,1,221.58
6142,42,61,15,222.69
6142,42,61,1,226.05
6142,42,61,6,324.53
6142,42,61,14,350.31
6142,42,61,12,435.36
6142,42,61,1,443.19
6142,42,61,3,443.19
6142,42,61,3,453.24
6142,42,61,15,465.56
6142,42,61,6,473.4
6142,42,61,12,482.36
6142,42,61,6,562.95
6142,42,61,3,585.32
6142,42,61,1,652.49
6142,42,61,6,729.7
6142,42,61,14,758.81
6142,42,61,1,759.93
6142,42,61,6,764.4
6142,42,61,10,803.57
6142,42,61,15,821.48
6142,42,61,3,898.72
6142,42,61,6,918.87
6142,42,61,1,1010.63
6142,42,61,12,1028.55
6142,42,61,14,1073.29
6142,42,61,1,1086.75
6142,42,61,6,1139.36
6142,42,61,1,1141.58
6142,42,61,1,1198.67
6142,42,61,12,1203.12
6142,42,61,6,1246.81
6142,42,61,6,1510.92
241,41,2,11,99.09
241,41,2,3,99.53
241,41,2,1,101.47
241,41,2,13,132.66
241,41,2,12,135.39
241,41,2,12,136.76
241,41,2,1,143.6
241,41,2,7,164.11
241,41,2,11,222.07
241,41,2,12,226.9
241,41,2,12,229.31
241,41,2,11,322.89
257,57,2,11,59.09
257,57,2,9,61.61
257,57,2,11,65.63
257,57,2,11,67.6
257,57,2,9,68.36
257,57,2,1,68.91
257,57,2,11,68.91
257,57,2,11,70.43
257,57,2,1,97.75
257,57,2,12,99.71
257,57,2,1,102.64
257,57,2,1,108.22
617,7,61,15,457.45
617,7,61,14,461.93
617,7,61,6,466.42
617,7,61,3,505.77
617,7,61,6,554.08
617,7,61,1,659.72
617,7,61,3,706.93
617,7,61,3,749.66
617,7,61,15,824.95
617,7,61,1,836.19
617,7,61,12,859.79
617,7,61,1,876.65
617,7,61,6,980.05
617,7,61,6,989.05
617,7,61,10,1009.27
617,7,61,12,1032.89
617,7,61,1,1146.41
617,7,61,1,1263.30
617,7,61,12,1331.87
617,7,61,6,1380.18
617,7,61,6,1673.54
6141,41,61,3,66.73
6141,41,61,3,67.84
6141,41,61,3,68.96
6141,41,61,3,70.07
6141,41,61,1,72.29
6141,41,61,3,77.84
6141,41,61,3,78.96
6141,41,61,3,78.96
6141,41,61,3,78.97
6141,41,61,3,82.3
6141,41,61,1,82.3
6141,41,61,1,83.41
6141,41,61,3,83.41
6141,41,61,3,88.99
6141,41,61,3,107.9
6141,41,61,3,109.01
6141,41,61,1,109.01
6141,41,61,12,115.69
6141,41,61,1,117.9
6141,41,61,3,117.9
6141,41,61,3,235.82
6141,41,61,3,334.84
6141,41,61,14,443.84
27,7,2,11,46.6
27,7,2,9,46.9
27,7,2,11,60.13
27,7,2,11,60.13
6141,41,61,3,488.36
6141,41,61,3,550.66
6141,41,61,1,550.66
6141,41,61,3,575.11
6141,41,61,12,612.93
6141,41,61,6,654.11
6141,41,61,6,699.71
6141,41,61,3,699.71
6141,41,61,15,737.53
6141,41,61,14,739.78
6141,41,61,3,823.2
6141,41,61,1,832.11
6141,41,61,6,924.44
6141,41,61,6,970.04
6141,41,61,12,1022.33
6141,41,61,1,1106.87
27,7,2,16,60.13
27,7,2,1,63.74
27,7,2,9,65.84
27,7,2,11,65.84
27,7,2,1,66.14
27,7,2,11,66.75
27,7,2,11,67.47
27,7,2,12,67.47
27,7,2,3,68.13
27,7,2,1,69.14
27,7,2,1,69.45
27,7,2,1,72.43
27,7,2,1,72.93
27,7,2,11,73.09
27,7,2,12,76.58
27,7,2,3,77.31
27,7,2,11,81.69
27,7,2,1,87.52
27,7,2,3,87.52
27,7,2,1,91.17
27,7,2,11,120.01
27,7,2,12,120.01
617,7,61,3,105.57
617,7,61,3,107.83
617,7,61,3,113.42
617,7,61,1,117.92
617,7,61,3,124.66
617,7,61,3,128.03
617,7,61,3,130.28
617,7,61,3,130.28
617,7,61,1,137.02
617,7,61,3,139.28
617,7,61,1,139.28
617,7,61,3,185.32
617,7,61,6,194.3
617,7,61,12,202.15
617,7,61,3,203.28
617,7,61,3,262.82
617,7,61,1,263.94
617,7,61,1,288.68
617,7,61,3,288.68
617,7,61,15,289.79
617,7,61,1,294.28
617,7,61,3,336.97
617,7,61,3,386.39
617,7,61,1,431.32
617,7,61,3,431.32
617,7,61,3,434.68
617,7,61,15,452.67
617,7,61,14,457.15
617,7,61,6,461.65
617,7,61,3,505.47
617,7,61,6,548.14
617,7,61,1,659.34
617,7,61,3,706.52
617,7,61,3,749.23
617,7,61,15,824.47
617,7,61,1,835.7
617,7,61,12,859.29
617,7,61,1,876.14
617,7,61,6,979.48
617,7,61,6,988.48
617,7,61,10,1008.69
617,7,61,12,1032.29
617,7,61,1,1145.74
617,7,61,1,1262.57
617,7,61,12,1331.10
617,7,61,6,1379.38
617,7,61,6,1672.57
